"test url","fcp","fid","lcp","cls","date","device"
"https://www.99acres.com/residential-apartments-in-paldi-ahmedabad-west-ffid","2144","39","2151","0.05","2022-02-24 08:38","mobile"
"https://www.99acres.com/property-for-rent-in-noida-ffid","1839","24","1859","0.03","2022-02-24 08:38","mobile"
"https://www.99acres.com/2-bhk-flats-for-rent-in-bhopal-ffid","1584","21","1618","0.02","2022-02-24 08:38","mobile"
"https://www.99acres.com/rent-paying-guest-pg-in-noida-ffid","1851","18","1848","0.01","2022-02-24 08:38","mobile"
"https://www.99acres.com/commercial-property-in-noida-ffid","2080","25","2086","0.05","2022-02-24 08:38","mobile"
"https://www.99acres.com/commercial-property-for-rent-in-noida-ffid","2104","20","2116","0","2022-02-24 08:38","mobile"
"https://www.99acres.com/mahagun-moderne-rent-in-sector-78-noida-5512-rnpffid","1413","17","1484","0.01","2022-02-24 08:38","mobile"
"https://www.99acres.com/property-in-noida-ffid","1750","38","1755","0.05","2022-02-24 08:38","mobile"
"https://www.99acres.com/property-in-sector-150-noida-ffid","1755","no data","1782","0.05","2022-02-24 08:38","mobile"
"https://www.99acres.com","1663","23","1817","0.06","2022-02-24 08:38","mobile"
"https://www.99acres.com/property-in-noida-ffid","1750","38","1755","0.05","2022-02-24 10:15","mobile"
"https://www.99acres.com/property-in-sector-150-noida-ffid","1755","no data","1782","0.05","2022-02-24 10:15","mobile"
"https://www.99acres.com/residential-apartments-in-paldi-ahmedabad-west-ffid","2144","39","2151","0.05","2022-02-24 10:15","mobile"
"https://www.99acres.com/property-for-rent-in-noida-ffid","1839","24","1859","0.03","2022-02-24 10:15","mobile"
"https://www.99acres.com/2-bhk-flats-for-rent-in-bhopal-ffid","1584","21","1618","0.02","2022-02-24 10:15","mobile"
"https://www.99acres.com/rent-paying-guest-pg-in-noida-ffid","1851","18","1848","0.01","2022-02-24 10:15","mobile"
"https://www.99acres.com/commercial-property-in-noida-ffid","2080","25","2086","0.05","2022-02-24 10:15","mobile"
"https://www.99acres.com/commercial-property-for-rent-in-noida-ffid","2104","20","2116","0","2022-02-24 10:15","mobile"
"https://www.99acres.com/mahagun-moderne-rent-in-sector-78-noida-5512-rnpffid","1413","17","1484","0.01","2022-02-24 10:15","mobile"
"https://www.99acres.com/property-in-noida-ffid","1750","38","1755","0.05","2022-02-24 10:15","mobile"
"https://www.99acres.com/property-in-sector-150-noida-ffid","1755","no data","1782","0.05","2022-02-24 10:15","mobile"
"https://www.99acres.com","1663","23","1817","0.06","2022-02-24 10:15","mobile"
"https://www.99acres.com/property-in-noida-ffid","1750","38","1755","0.05","2022-02-24 12:15","mobile"
"https://www.99acres.com/property-in-sector-150-noida-ffid","1755","no data","1782","0.05","2022-02-24 12:15","mobile"
"https://www.99acres.com/residential-apartments-in-paldi-ahmedabad-west-ffid","2144","39","2151","0.05","2022-02-24 12:15","mobile"
"https://www.99acres.com/property-for-rent-in-noida-ffid","1839","24","1859","0.03","2022-02-24 12:15","mobile"
"https://www.99acres.com/2-bhk-flats-for-rent-in-bhopal-ffid","1584","21","1618","0.02","2022-02-24 12:15","mobile"
"https://www.99acres.com/rent-paying-guest-pg-in-noida-ffid","1851","18","1848","0.01","2022-02-24 12:15","mobile"
"https://www.99acres.com/commercial-property-in-noida-ffid","2080","25","2086","0.05","2022-02-24 12:15","mobile"
"https://www.99acres.com/commercial-property-for-rent-in-noida-ffid","2104","20","2116","0","2022-02-24 12:15","mobile"
"https://www.99acres.com/mahagun-moderne-rent-in-sector-78-noida-5512-rnpffid","1413","17","1484","0.01","2022-02-24 12:15","mobile"
"https://www.99acres.com/property-in-noida-ffid","1750","38","1755","0.05","2022-02-24 12:15","mobile"
"https://www.99acres.com/property-in-sector-150-noida-ffid","1755","no data","1782","0.05","2022-02-24 12:15","mobile"
"https://www.99acres.com","1663","23","1817","0.06","2022-02-24 12:15","mobile"
"https://www.99acres.com/property-in-noida-ffid","1750","38","1755","0.05","2022-02-24 13:34","mobile"
